Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
30.0,4.7,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.511096224676
31.0,5.0,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.511096224676
25.0,5.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.511096224676
24.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.51109616381
34.0,4.6,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.51109616381
31.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.51109616381
20.0,4.7,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.51109616381
,,,,3,Meal,electric_scooter,0.0,No,Metropolitian,39,20002.51109616381
25.0,5.0,Cloudy,Medium,1,Drinks,scooter,0.0,No,Urban,17,20002.51109616381
27.0,4.8,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,12,20002.51109616381
25.0,4.6,Fog,Jam,2,Snack,electric_scooter,1.0,Yes,Metropolitian,41,20002.51109616381
29.0,4.5,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,47,20002.51109616381
27.0,4.8,Sandstorms,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,20002.51109616381
21.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,,19,20002.51109616381
22.0,5.0,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,24,20002.51109616381
21.0,4.8,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51109616381
25.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.51109616381
23.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.511096070124
34.0,4.8,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,16,20002.511096070124
39.0,5.0,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.511096070124
25.0,4.9,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.511096070124
23.0,4.8,Sunny,High,2,Buffet,scooter,1.0,,Urban,14,20002.511096070124
30.0,4.7,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.511096070124
39.0,4.8,Stormy,High,1,Snack,motorcycle,1.0,No,Urban,33,20002.511096070124
25.0,4.9,Fog,High,1,Meal,scooter,0.0,No,Metropolitian,23,20002.511096070124
21.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,26,20002.511096070124
36.0,4.2,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,41,20002.511096070124
21.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Urban,24,20002.511096070124
27.0,2.8,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.511096070124
32.0,4.9,Windy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,31,20002.511096070124
22.0,4.8,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,33,20002.511096070124
36.0,4.3,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,37,20002.511096070124
,,Stormy,High,0,Meal,motorcycle,0.0,No,Metropolitian,45,20002.511096070124
,,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.511096069753
22.0,4.6,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.511096069753
39.0,4.6,Fog,High,2,Drinks,motorcycle,1.0,No,Urban,32,20002.511096069753
36.0,4.7,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.511096069753
31.0,4.8,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,26,20002.511096069753
39.0,4.2,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.511096069753
,,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,22,20002.511096069753
20.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,20002.511096069753
34.0,4.8,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,11,20002.511096069753
39.0,4.6,Sunny,High,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.511096069753
28.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,18,20002.511096069753
21.0,4.7,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.51109601312
38.0,4.6,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,27,20002.51109601312
35.0,3.6,Stormy,Jam,2,Drinks,motorcycle,,No,,35,20002.51109601312
32.0,4.9,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,41,20002.51109601312
27.0,4.7,Fog,High,0,Buffet,motorcycle,1.0,No,Urban,28,20002.51109601312
34.0,3.4,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.51109601312
39.0,4.8,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,27,20002.51109601312
32.0,4.8,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,20002.51109601312
23.0,4.5,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.51109601312
36.0,5.0,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,20,20002.51109601312
38.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,38,20002.51109601312
15.0,1.0,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,27,20002.51109601312
27.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.51109601312
32.0,4.9,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,23,20002.51109601312
25.0,4.8,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,21,20002.51109601312
31.0,4.7,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,15,20002.51109601312
26.0,4.9,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,14,20002.511096010032
20.0,4.6,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,17,20002.511096010032
37.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,24,20002.511096010032
20.0,4.9,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,29,20002.511096010032
26.0,4.5,Sandstorms,High,0,Meal,motorcycle,1.0,No,,19,20002.511096010032
34.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,Yes,Semi-Urban,52,20002.511096010032
33.0,4.7,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,28,20002.511096010032
39.0,4.1,Windy,High,2,Buffet,scooter,1.0,No,Metropolitian,34,20002.511096010032
39.0,4.6,Windy,High,0,Snack,motorcycle,,No,Metropolitian,33,20002.511096010032
23.0,4.7,Sandstorms,Medium,2,Meal,motorcycle,,No,Metropolitian,25,20002.511096010032
33.0,4.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.511096010032
28.0,4.8,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,31,20002.511096010032
39.0,4.8,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,29,20002.511096010032
35.0,4.8,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,20002.511096010032
38.0,5.0,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,41,20002.511096010032
22.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,10,20002.511096010032
39.0,4.9,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Urban,28,20002.511095979145
27.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.511095979145
32.0,4.7,Sunny,High,1,Snack,motorcycle,0.0,No,Urban,18,20002.511095979145
30.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.511095979145
,,Sunny,Medium,2,Meal,scooter,1.0,No,Urban,12,20002.511095979145
27.0,4.8,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,10,20002.511095979145
23.0,4.6,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,15,20002.511095979145
37.0,4.9,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,27,20002.511095979145
35.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,26,20002.511095979145
26.0,4.9,Windy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,10,20002.511095979145
23.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,14,20002.511095979145
38.0,4.8,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,15,20002.511095979145
21.0,5.0,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.511095979145
20.0,4.6,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.511095979145
29.0,4.7,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,20002.511095979145
23.0,4.9,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.5110959134
37.0,4.6,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.5110959134
30.0,4.2,Stormy,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,53,20002.5110959134
20.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.5110959134
37.0,5.0,Sandstorms,High,1,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.5110959134
23.0,4.8,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,25,20002.5110959134
26.0,5.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,36,20002.5110959134
39.0,4.5,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Metropolitian,22,20002.5110959134
36.0,5.0,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.5110959134
38.0,4.6,Sunny,Jam,2,Meal,motorcycle,1.0,No,,17,20002.5110959134
26.0,4.6,Windy,Low,1,Snack,scooter,1.0,No,Urban,15,20002.5110959134
31.0,4.3,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.5110959134
26.0,4.8,Windy,Low,2,Snack,scooter,0.0,No,,13,20002.5110959134
22.0,4.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Urban,26,20002.5110959134
25.0,4.6,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Urban,10,20002.5110959134
,,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,53,20002.5110959134
22.0,4.8,Fog,Medium,2,Snack,electric_scooter,1.0,No,Urban,29,20002.51109577272
36.0,5.0,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,30,20002.51109577272
30.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,25,20002.51109577272
23.0,4.8,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,19,20002.51109577272
22.0,5.0,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,14,20002.51109577272
31.0,4.8,Sandstorms,Low,2,Snack,scooter,,No,Metropolitian,18,20002.51109577272
39.0,4.6,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,19,20002.51109577272
21.0,4.8,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,15,20002.51109577272
22.0,4.8,Windy,Low,1,Meal,scooter,0.0,No,Urban,15,20002.51109577272
15.0,1.0,,,3,Buffet,scooter,1.0,No,Metropolitian,38,20002.51109577272
20.0,5.0,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,29,20002.51109577272
31.0,4.2,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,33,20002.51109476854
22.0,5.0,Stormy,Jam,1,Buffet,scooter,,No,Metropolitian,16,20002.51109476854
36.0,4.8,Sandstorms,High,1,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.51109476854
39.0,4.4,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,44,20002.51109476854
36.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,20002.51109476854
35.0,5.0,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,17,20002.51109476854
21.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,10,20002.51109476854
23.0,4.8,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,18,20002.51109476854
25.0,4.9,Cloudy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.51109476854
36.0,5.0,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.51109476854
34.0,4.9,Sunny,High,2,Meal,scooter,1.0,No,Urban,18,20002.51109476854
32.0,4.4,Windy,Jam,0,Meal,motorcycle,2.0,No,Urban,41,20002.51109476854
35.0,4.8,Fog,Low,2,Snack,scooter,1.0,No,Urban,29,20002.51109476854
32.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,28,20002.51109476854
31.0,4.8,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15,20002.51109476854
34.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.51106715557
33.0,4.1,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,35,20002.51106715557
37.0,4.6,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,22,20002.511066940726
39.0,4.9,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,25,20002.511066940726
32.0,3.5,Sunny,Low,0,Buffet,motorcycle,1.0,No,,31,20002.511066940726
21.0,4.7,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,11,20002.511066940726
29.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,32,20002.511066921237
23.0,4.7,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,25,20002.511066921237
24.0,4.7,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.511066921237
20.0,4.7,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.51106691125
26.0,4.9,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,20002.51106691125
31.0,5.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,,20,20002.511066730658
34.0,3.5,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,41,20002.511066730658
37.0,4.6,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,39,20002.511066730658
33.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.51106633733
27.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.51106633733
20.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,11,20002.51106633733
22.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,24,20002.51106633733
28.0,4.6,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.51106622865
25.0,4.7,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.51106622865
26.0,4.6,Windy,Jam,1,Drinks,motorcycle,1.0,No,Urban,10,20002.51106622865
21.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,25,20002.511066161525
26.0,4.6,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,23,20002.511066161525
37.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,46,20002.511066161525
30.0,4.8,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,33,20002.51106590539
24.0,5.0,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,27,20002.51106590539
39.0,4.7,Fog,Medium,1,Meal,scooter,,No,Metropolitian,19,20002.51106590539
24.0,5.0,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,10,20002.51106590539
39.0,4.7,Windy,Medium,1,Drinks,motorcycle,1.0,No,Urban,26,20002.511065813833
31.0,4.3,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.511065813833
35.0,4.5,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,27,20002.511065813833
31.0,4.6,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,20,20002.51106573464
32.0,4.8,Cloudy,Jam,1,Drinks,scooter,2.0,No,Urban,37,20002.51106573464
36.0,4.6,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,30,20002.51106573464
27.0,4.8,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,24,20002.51106572896
32.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.51106572896
29.0,4.7,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.51106572896
28.0,4.7,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.51106572896
,,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,20002.51106565328
20.0,4.6,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,29,20002.51106565328
31.0,4.5,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,52,20002.51106565328
38.0,4.7,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.511065554674
30.0,4.7,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.511065554674
28.0,4.6,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,24,20002.511065554674
28.0,4.1,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.511065554674
28.0,4.8,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.51106554965
35.0,4.8,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,19,20002.51106554965
35.0,5.0,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.51106554965
23.0,4.4,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.51106554965
33.0,4.6,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.511065309194
25.0,4.9,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.511065309194
20.0,4.7,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,34,20002.511065309194
36.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.511065309194
37.0,4.8,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.511065197566
27.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,18,20002.511065197566
23.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.511065197566
28.0,5.0,Windy,Low,2,Drinks,scooter,0.0,,Urban,10,20002.511065029183
26.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.511065029183
33.0,4.1,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,32,20002.511065029183
34.0,4.3,Sandstorms,High,1,Drinks,scooter,0.0,No,Urban,34,20002.5110649989
23.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.5110649989
33.0,4.5,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.5110649989
33.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,20002.5110649989
28.0,4.9,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,13,20002.511064924234
29.0,5.0,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,33,20002.511064924234
30.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.511064924234
27.0,4.6,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,20002.511064924234
38.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,50,20002.510921865294
36.0,5.0,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.510921865294
39.0,3.6,Windy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,37,20002.510921865294
38.0,4.8,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.510921865294
26.0,4.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,27,20002.510921865294
35.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,20002.510921865294
38.0,5.0,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.510921865294
39.0,4.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,Yes,Metropolitian,45,20002.510921865294
25.0,4.7,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,13,20002.510921865294
25.0,4.8,Stormy,Low,1,Meal,motorcycle,0.0,No,Urban,10,20002.510921865294
22.0,2.9,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.510921865294
22.0,4.9,Windy,Medium,1,Drinks,motorcycle,,No,Urban,25,20002.510921865294
33.0,4.3,Windy,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,53,20002.510921865294
26.0,4.9,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,29,20002.510921865294
38.0,4.1,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,20002.510921865294
,,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,23,20002.510921865294
39.0,4.3,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,37,20002.510921865294
39.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,,22,20002.510921865294
29.0,4.9,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.510921865294
26.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,20002.510921865294
35.0,3.6,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Urban,31,20002.510921865294
20.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.510921865294
30.0,4.4,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,43,20002.510921865294
,,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,22,20002.510921865294
34.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,22,20002.510921865294
36.0,4.1,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,32,20002.510921865294
27.0,4.9,Cloudy,High,1,Snack,scooter,0.0,No,Metropolitian,32,20002.510921865294
29.0,4.6,Windy,Low,2,Meal,electric_scooter,1.0,No,Urban,14,20002.510921865294
33.0,4.8,Sandstorms,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,26,20002.510921865294
23.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,,23,20002.510921865294
29.0,4.3,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,35,20002.510921865294
31.0,3.8,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,34,20002.510921865294
33.0,4.9,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.510921865294
30.0,4.7,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,50,20002.510921865294
38.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,20002.510921865294
36.0,4.9,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.510921865294
22.0,4.5,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,18,20002.510921865294
,,,,3,Snack,electric_scooter,1.0,No,Urban,32,20002.510921865294
20.0,4.8,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.510921865294
22.0,4.6,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,22,20002.510921865294
31.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,19,20002.510921865294
32.0,5.0,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,33,20002.510921865294
25.0,4.7,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,20002.510921865294
36.0,5.0,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,39,20002.510921865294
24.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.510921865294
,,Sunny,Low,2,Meal,scooter,0.0,No,,17,20002.510921865294
34.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,20002.510921865294
28.0,4.4,Sunny,Jam,0,Meal,motorcycle,2.0,No,Urban,48,20002.510921865294
34.0,4.5,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.510921865294
35.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Urban,31,20002.510921865294
29.0,4.7,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,29,20002.510921865294
34.0,4.5,Fog,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,19,20002.510921865294
,,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.510921865294
24.0,5.0,Cloudy,Medium,2,Meal,scooter,1.0,No,Urban,32,20002.510921865294
38.0,4.6,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,39,20002.510921865294
24.0,4.7,Sandstorms,Jam,2,Meal,scooter,0.0,No,Urban,11,20002.510921865294
26.0,4.5,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,10,20002.510921865294
31.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.510921865294
36.0,4.4,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,54,20002.510921865294
36.0,4.6,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Urban,32,20002.510921865294
25.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.510921865294
24.0,4.1,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,31,20002.510921865294
20.0,4.9,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.510921865294
35.0,4.1,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.510921865294
38.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,20002.510921865294
37.0,4.3,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,39,20002.510921865294
39.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,28,20002.510921865294
22.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.510921865294
35.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.510921865294
34.0,4.5,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,40,20002.510921865294
27.0,5.0,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.510921865294
36.0,4.8,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,52,20002.510921865294
21.0,2.9,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,40,20002.510921865294
31.0,4.1,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.510921865294
22.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.510921865294
32.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.510921865294
26.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,43,20002.510921865294
