,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
21003,30.0,4.3,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,32,20002.513993027555
21004,27.0,4.9,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,23,20002.513993027555
21005,38.0,4.6,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,23,20002.513993027555
21006,35.0,4.6,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,28,20002.513993027555
21007,39.0,4.7,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,24,20002.513993027555
21008,36.0,4.3,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Urban,35,20002.513993027555
21009,31.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,13,20002.513993027555
21010,31.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,24,20002.513993027555
21011,33.0,4.3,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,20002.513993027555
21012,30.0,4.6,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.513993027555
21013,29.0,4.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.513993027555
21014,22.0,4.7,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,37,20002.513993027555
21015,25.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.513993027555
21016,29.0,4.1,Fog,Medium,1,Meal,scooter,0.0,No,Urban,35,20002.51399300842
21017,24.0,4.7,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.51399300842
21018,31.0,5.0,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,20002.51399300842
21019,38.0,4.7,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.51399300842
21020,34.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.51399300842
21021,27.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.51399300842
21022,30.0,4.5,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,20002.51399300842
21023,38.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,20002.51399300842
21024,25.0,4.0,Windy,Low,0,Meal,motorcycle,,No,Metropolitian,15,20002.51399300842
21025,20.0,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,21,20002.51399300842
21026,36.0,3.8,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,38,20002.51399300842
21027,22.0,4.8,Fog,Medium,2,Meal,motorcycle,1.0,No,Urban,29,20002.51399300842
21028,24.0,5.0,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,21,20002.51399300842
21029,25.0,5.0,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.51399300842
21030,36.0,3.6,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.51399300842
21031,39.0,3.5,Windy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,34,20002.51399300842
21032,22.0,5.0,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,44,20002.51399220783
21033,30.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,20,20002.51399220783
21034,24.0,5.0,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,20002.51399220783
21035,28.0,4.7,Windy,Medium,2,Buffet,motorcycle,1.0,No,Urban,15,20002.51399220783
21036,24.0,5.0,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.51399220783
21037,27.0,5.0,Windy,Low,1,Drinks,motorcycle,1.0,,Metropolitian,10,20002.51399220783
21038,34.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.51399220783
21039,29.0,5.0,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,23,20002.51399220783
21040,24.0,4.9,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,11,20002.51399220783
21041,21.0,5.0,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,20002.51399220783
21042,27.0,4.9,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.51399220783
21043,21.0,4.8,Fog,High,1,Drinks,scooter,0.0,No,Urban,27,20002.51399220783
21044,26.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.51399220783
21045,32.0,3.7,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,33,20002.51399220783
21046,28.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Urban,15,20002.513989249583
21047,28.0,5.0,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.513989249583
21048,34.0,5.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.513989150168
21049,25.0,4.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,20002.513989150168
21050,34.0,5.0,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,19,20002.513989150168
21051,20.0,4.8,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.51398787195
21052,20.0,4.6,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,14,20002.51398787195
21053,,,,,3,Meal,motorcycle,,No,,14,20002.51398787195
21054,30.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.51398787195
21055,38.0,4.8,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.513987850194
21056,38.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,2.0,Yes,Metropolitian,43,20002.513987850194
21057,34.0,4.5,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,30,20002.513987850194
21058,35.0,4.8,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,20,20002.513987833303
21059,24.0,4.8,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,20,20002.513987833303
21060,24.0,4.5,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,10,20002.513987833303
21061,39.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,,10,20002.51398778776
21062,35.0,4.5,Stormy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,38,20002.51398778776
21063,32.0,4.6,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,20002.51398778776
21064,35.0,4.7,Sunny,High,0,Snack,motorcycle,0.0,No,Urban,28,20002.51398778776
21065,21.0,4.3,Fog,Jam,1,Meal,motorcycle,3.0,No,Metropolitian,43,20002.513987757604
21066,38.0,4.0,Stormy,Medium,0,Drinks,motorcycle,1.0,Yes,Metropolitian,39,20002.513987757604
21067,30.0,4.6,Sunny,Low,2,Drinks,motorcycle,1.0,No,Urban,25,20002.513987749644
21068,28.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.513987749644
21069,35.0,4.2,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.513987749644
21070,27.0,3.5,Sunny,Jam,0,Snack,motorcycle,3.0,No,Urban,50,20002.513987680402
21071,23.0,3.3,Sunny,Low,1,Drinks,scooter,1.0,Yes,Metropolitian,44,20002.513987680402
21072,26.0,4.8,Fog,Jam,2,Snack,motorcycle,2.0,No,Urban,43,20002.513987680402
21073,34.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,20002.513987680402
21074,29.0,4.7,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,12,20002.51398715909
21075,33.0,4.2,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.51398715909
21076,27.0,4.9,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,20,20002.51398715909
21077,36.0,4.7,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.5139869585
21078,39.0,4.5,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,20002.5139869585
21079,39.0,4.8,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.5139869585
21080,28.0,4.8,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,48,20002.5139869585
21081,39.0,4.9,Stormy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,20002.51398695121
21082,,,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.51398695121
21083,37.0,4.7,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,20002.51398695121
21084,37.0,4.6,Stormy,Low,1,Snack,scooter,0.0,No,Urban,20,20002.51398695121
21085,23.0,5.0,Fog,Low,0,Meal,motorcycle,0.0,No,,20,20002.51398682903
21086,23.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,20002.51398682903
21087,22.0,4.2,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.513985656995
21088,35.0,4.9,Windy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,32,20002.513985656995
21089,23.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,,21,20002.513985656995
21090,31.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,29,20002.513985656995
21091,21.0,4.9,Stormy,Low,2,Buffet,motorcycle,0.0,,Metropolitian,10,20002.513967097442
21092,39.0,4.8,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,22,20002.513967097442
21093,23.0,4.0,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,31,20002.513967097442
21094,,,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,15,20002.513967097442
21095,21.0,5.0,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.513967097442
21096,34.0,4.4,Stormy,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46,20002.513967097442
21097,38.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.513967097442
21098,32.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,,44,20002.513967097442
21099,,,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,18,20002.513967097442
21100,21.0,4.6,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,24,20002.513967097442
21101,37.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Urban,37,20002.513967097442
21102,37.0,4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.513967097442
21103,33.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.513967097442
21104,29.0,4.9,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,19,20002.513967081468
21105,29.0,4.9,Windy,High,2,Snack,electric_scooter,1.0,No,Urban,13,20002.513967081468
21106,38.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.513967081468
21107,32.0,4.5,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.513967081468
21108,29.0,4.7,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.513967081468
21109,32.0,5.0,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Urban,16,20002.513967081468
21110,33.0,4.4,Fog,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.513967081468
21111,,,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,16,20002.513967081468
21112,24.0,5.0,Stormy,Jam,2,Snack,scooter,1.0,No,Urban,24,20002.513967081468
21113,28.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,26,20002.513967081468
21114,23.0,4.8,Stormy,Jam,2,Snack,scooter,0.0,,Metropolitian,11,20002.513967081468
21115,27.0,4.7,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,16,20002.513967081468
21116,35.0,4.9,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,45,20002.513967081468
21117,38.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.513967081468
21118,22.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Urban,18,20002.513967081468
21119,24.0,4.8,Sandstorms,High,2,Buffet,motorcycle,0.0,No,Urban,20,20002.513967081468
21120,,,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,41,20002.513967031246
21121,28.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.513967031246
21122,35.0,3.8,Cloudy,Low,2,Meal,scooter,2.0,No,Metropolitian,34,20002.513967031246
21123,32.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.513967031246
21124,38.0,5.0,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,16,20002.513967031246
21125,36.0,4.5,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,20002.513967031246
21126,32.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.513967031246
21127,25.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.513967031246
21128,27.0,4.8,Fog,Jam,2,Drinks,motorcycle,1.0,No,,30,20002.513967031246
21129,29.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,17,20002.513967031246
21130,28.0,4.6,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,10,20002.513967031246
21131,37.0,4.7,Cloudy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,39,20002.513967031246
21132,23.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.513967031246
21133,29.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.51396687637
21134,37.0,4.5,Windy,High,1,Drinks,motorcycle,0.0,No,Urban,28,20002.51396687637
21135,36.0,4.9,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.51396687637
21136,36.0,4.4,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.51396687637
21137,33.0,4.3,Cloudy,Jam,2,Buffet,electric_scooter,0.0,Yes,,41,20002.51396687637
21138,22.0,4.8,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,25,20002.51396687637
21139,20.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51396687637
21140,26.0,5.0,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,23,20002.51396687637
21141,21.0,4.6,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.51396687637
21142,30.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.51396687637
21143,33.0,3.6,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,39,20002.51396687637
21144,32.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,19,20002.51396687637
21145,36.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.51396675219
21146,33.0,4.7,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,29,20002.51396675219
21147,27.0,4.7,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,18,20002.51396675219
21148,28.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.51396675219
21149,35.0,4.5,Fog,Medium,2,Drinks,motorcycle,0.0,No,Urban,17,20002.51396675219
21150,,,,,3,Buffet,bicycle,0.0,No,Metropolitian,33,20002.51396675219
21151,29.0,4.4,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,43,20002.51396675219
21152,31.0,4.1,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.51396675219
21153,20.0,4.7,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,12,20002.51396675219
21154,20.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,,16,20002.51396675219
21155,32.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,45,20002.51396675219
21156,25.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.51396675219
21157,20.0,4.7,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,20,20002.51396675219
21158,31.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,29,20002.51396675219
21159,35.0,4.6,Sunny,High,1,Snack,scooter,0.0,No,Metropolitian,15,20002.51396675219
21160,31.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.51396667379
21161,30.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,18,20002.51396667379
21162,24.0,4.9,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,15,20002.51396667379
21163,29.0,4.5,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.51396667379
21164,39.0,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.51396667379
21165,30.0,4.8,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,26,20002.51396667379
21166,37.0,,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.51396667379
21167,21.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,14,20002.51396667379
21168,36.0,4.7,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,25,20002.51396667379
21169,34.0,5.0,Sunny,Low,2,Meal,scooter,1.0,No,Urban,18,20002.51396667379
21170,29.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Urban,25,20002.51396667379
21171,38.0,4.7,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,17,20002.51396667379
21172,20.0,4.8,Stormy,Jam,1,Drinks,motorcycle,0.0,,Urban,12,20002.51396667379
21173,30.0,3.7,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.513966646686
21174,26.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.513966646686
21175,35.0,4.9,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,21,20002.513966646686
21176,36.0,4.8,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,43,20002.513966646686
21177,35.0,4.9,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,20002.513966646686
21178,24.0,4.5,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.513966646686
21179,34.0,4.6,Stormy,Low,1,Buffet,motorcycle,1.0,No,,21,20002.513966646686
21180,28.0,5.0,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,15,20002.513966646686
21181,32.0,4.4,Windy,Jam,2,Meal,scooter,0.0,No,Urban,40,20002.513966646686
21182,38.0,4.9,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,20002.513966646686
21183,30.0,4.8,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,20002.513966646686
21184,38.0,4.8,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,47,20002.513966646686
21185,35.0,4.5,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,24,20002.51396659474
21186,29.0,4.0,Cloudy,Jam,2,Snack,scooter,1.0,Yes,Metropolitian,42,20002.51396659474
21187,35.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,34,20002.51396659474
21188,38.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.51396659474
21189,34.0,4.1,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.51396659474
21190,37.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,22,20002.51396659474
21191,38.0,4.9,Fog,High,1,Snack,scooter,1.0,No,Urban,25,20002.51396659474
21192,28.0,4.9,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,20002.51396659474
21193,,,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.51396659474
21194,31.0,4.0,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.51396659474
21195,24.0,4.6,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,37,20002.51396659474
21196,20.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,22,20002.51396659474
21197,33.0,4.5,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,20002.513966508606
21198,37.0,4.6,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,20002.513966508606
21199,24.0,4.6,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,17,20002.513966508606
21200,33.0,4.7,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.513966508606
21201,29.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.513966508606
21202,37.0,4.6,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,25,20002.513966508606
21203,26.0,4.9,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,21,20002.513966508606
21204,34.0,5.0,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,28,20002.513966508606
21205,28.0,5.0,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,24,20002.513966508606
21206,28.0,4.8,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.513966508606
21207,21.0,4.7,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,17,20002.513966508606
21208,26.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,36,20002.513966508606
21209,23.0,4.9,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,18,20002.513966508606
21210,,,Cloudy,Low,1,Drinks,scooter,0.0,No,Urban,11,20002.513966508606
21211,36.0,4.9,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,20002.513966508606
21212,37.0,4.6,Fog,Medium,2,Snack,electric_scooter,3.0,No,Metropolitian,42,20002.513966398812
21213,15.0,1.0,,,3,Drinks,electric_scooter,0.0,No,Metropolitian,28,20002.513966398812
21214,33.0,4.0,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.513966398812
21215,35.0,4.0,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.513966398812
21216,27.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Urban,19,20002.513966398812
21217,29.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.513966398812
21218,24.0,4.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,35,20002.513966398812
21219,36.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,26,20002.513966398812
21220,33.0,4.7,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.513966398812
21221,32.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,20,20002.513966398812
21222,25.0,4.8,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.513966398812
21223,22.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33,20002.513966398812
21224,22.0,5.0,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Urban,27,20002.513966398812
21225,24.0,3.5,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43,20002.513966398812
21226,29.0,4.5,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.513966398812
21227,32.0,4.9,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,20,20002.513966377628
21228,30.0,4.6,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,20002.513966377628
21229,24.0,4.8,Windy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,10,20002.513966377628
21230,27.0,4.6,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,35,20002.513966377628
21231,26.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.513966377628
21232,21.0,4.7,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,21,20002.513966377628
21233,32.0,4.5,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,20,20002.513966377628
21234,24.0,4.5,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.513966377628
21235,31.0,4.9,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.513966377628
21236,23.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,,No,Metropolitian,17,20002.513966377628
21237,20.0,4.8,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.513966377628
21238,23.0,3.9,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,40,20002.513966377628
21239,32.0,4.9,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,16,20002.513966377628
21240,20.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.513966377628
21241,22.0,5.0,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,27,20002.513966377628
21242,20.0,4.7,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,21,20002.513966360188
21243,38.0,4.6,Fog,Low,0,Buffet,motorcycle,2.0,Yes,Metropolitian,43,20002.513966360188
21244,28.0,5.0,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,17,20002.513966360188
21245,37.0,4.2,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,34,20002.513966360188
21246,36.0,4.9,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,15,20002.513966360188
21247,34.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,44,20002.513966360188
21248,31.0,4.6,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,28,20002.513966360188
21249,27.0,4.9,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,40,20002.513966360188
21250,24.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,20002.513966360188
21251,20.0,4.7,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,27,20002.513966360188
21252,20.0,4.8,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.513966360188
21253,33.0,5.0,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.513966360188
21254,28.0,4.6,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,18,20002.513966360188
21255,29.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,24,20002.513966360188
21256,26.0,4.8,Cloudy,Low,2,Snack,motorcycle,0.0,No,Urban,13,20002.51396581995
21257,28.0,5.0,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,20002.51396581995
21258,33.0,4.9,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,27,20002.51396581995
21259,26.0,4.1,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,20002.51396581995
21260,27.0,4.8,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,11,20002.51396581995
21261,32.0,4.6,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.51396581995
