,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
19832,4695,24.0,4.7,Fog,High,1,Buffet,motorcycle,1.0,No,Urban,23,6.29013467758336
19833,7414,31.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,7.4485579796276955
19834,6157,38.0,4.6,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,16,9.348072739298184
19835,34865,35.0,4.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,19.395755421357496
19836,18442,38.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,19.688565914791827
19837,20085,21.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,38,20.206804295783932
19838,19326,31.0,4.7,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,17,4.663432062116656
19839,26050,31.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,Yes,Urban,49,13.990536544177246
19840,2993,34.0,3.5,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,38,17.07649249559298
19841,6377,25.0,4.6,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,30,2.9802493856658896
19842,39509,27.0,4.7,Windy,Jam,1,Meal,scooter,1.0,No,Urban,19,4.527973053858494
19843,8555,35.0,4.7,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,29,13.829677632163364
19844,19924,32.0,4.8,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,30,6.1283639395976595
19845,27726,38.0,4.8,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15,1.5439076778546506
19846,9384,24.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,10.586953096729365
19847,11928,35.0,4.9,Cloudy,Jam,2,Snack,scooter,1.0,Yes,Metropolitian,48,20.442929762531403
19848,1578,29.0,5.0,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,14,1.5368640567503333
19849,25339,24.0,4.7,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,10.86506573809728
19850,5393,37.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,48,17.098061238885432
19851,12875,31.0,4.8,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,42,10.757014337800447
19852,44793,27.0,4.0,Cloudy,Jam,1,Drinks,scooter,0.0,No,Urban,33,17.138077427608316
19853,895,20.0,4.7,Cloudy,Low,1,Meal,scooter,0.0,No,Urban,20,12.100157237944071
19854,8672,36.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,21,16.659890497093063
19855,16823,36.0,4.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,27,2.937629656623807
19856,1160,28.0,4.9,Stormy,Low,2,Meal,scooter,0.0,No,Urban,17,12.463883023934917
19857,596,,,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,1.5125686142593584
19858,29168,27.0,4.8,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,27,7.683808717481504
19859,31450,37.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,4.56122368116472
19860,3529,28.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,26,12.352286182285974
19861,30146,28.0,4.8,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,13.762097103354677
19862,44758,,,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,28,12.417003842455316
19863,1733,39.0,4.8,Fog,Low,0,Snack,motorcycle,3.0,No,Metropolitian,44,14.02225308105434
19864,10043,26.0,4.3,Fog,High,2,Drinks,scooter,1.0,No,Metropolitian,33,5.959293109772623
19865,27410,35.0,4.2,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,19.688565914791827
19866,43233,28.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,39,20.180911382712157
19867,11767,37.0,4.7,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,12.58026782216666
19868,13807,24.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20.254010036498787
19869,42301,26.0,4.8,Stormy,Low,2,Drinks,scooter,0.0,,Metropolitian,11,1.5203682264724199
19870,25245,35.0,4.6,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,21,9.31574536122232
19871,19292,28.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,4.52828913019458
19872,22819,34.0,4.6,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,27,10.433242609765504
19873,36113,33.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,1.5368640567503333
19874,41268,35.0,5.0,Windy,Medium,2,Meal,scooter,0.0,No,Metropolitian,22,11.905126355673488
19875,36949,,,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,34,10.880887117534522
19876,3919,30.0,4.6,Cloudy,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,38,7.6010665438236895
19877,5359,36.0,4.5,Windy,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,41,13.76275436235237
19878,36700,38.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,42,13.788169484063529
19879,1267,34.0,4.6,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,29,3.104632094129702
19880,18497,22.0,4.5,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,26,10.90599351013839
19881,1021,27.0,4.7,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,9.179538450507236
19882,3210,38.0,4.3,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,38,7.726661980414732
19883,7517,24.0,5.0,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,15,17.076787116439924
19884,40726,,,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,27,4.5609284302636794
19885,40899,24.0,4.8,Cloudy,High,0,Meal,motorcycle,1.0,No,Urban,28,1.5302594867794963
19886,33543,36.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,4.6566490276703165
19887,10874,38.0,4.8,Stormy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,34,6.054776863283244
19888,19124,22.0,4.9,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,15,9.313990607346351
19889,27479,26.0,4.5,Sunny,High,2,Meal,electric_scooter,0.0,No,Metropolitian,14,3.0595542483625007
19890,21390,32.0,4.6,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,12.484473082205437
19891,25249,21.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,1.5725337265584898
19892,24846,26.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,15,19.661019603216737
19893,34828,22.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,14.021756535107778
19894,38763,35.0,4.6,Windy,High,2,Snack,scooter,0.0,No,Metropolitian,32,3.06442709379338
19895,2573,26.0,4.8,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,17,7.772252870980503
19896,34896,39.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,1.5524796346121552
19897,36361,37.0,4.7,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,28,3.1450674354101187
19898,29610,30.0,3.7,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,13.973206773195638
19899,28996,30.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,10.757499696887614
19900,43123,29.0,4.5,Sandstorms,Jam,2,Snack,scooter,0.0,No,Urban,16,19.362698667935444
19901,33860,30.0,4.6,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,32,5.959018323574134
19902,25562,26.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,35,20.180936931742092
19903,25031,39.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,7.68360839728931
19904,30320,27.0,4.9,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,17,6.210060323038173
19905,40068,21.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,28,9.313449925837304
19906,9527,22.0,5.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,28,1.4899271618026915
19907,3943,29.0,4.8,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,23,10.590448390880008
19908,93,23.0,4.8,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,17,19.879870677376758
19909,27122,20.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,19,1.5126021266192422
19910,9567,27.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,Yes,Metropolitian,45,10.724960763582049
19911,34142,31.0,4.7,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,6.232373004458037
19912,45438,28.0,5.0,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,21,12.161016218685285
19913,23878,24.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,16.63495545419086
19914,20196,39.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,1.5321547964178643
19915,31305,39.0,4.8,Cloudy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,37,20.254010036498787
19916,32602,20.0,4.9,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,25,10.427571382291353
19917,10615,25.0,4.9,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17,13.97372748658006
19918,30246,,,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,3.040649954201759
19919,43738,23.0,4.3,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,31,10.709003371340927
19920,25043,29.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,3.02953738832919
19921,21049,25.0,4.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,17.097972349695475
19922,3325,29.0,4.5,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,8.940047176493561
19923,25469,,,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,2750.3102057462047
19924,13170,39.0,4.3,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,43,14.045188685871507
19925,22748,22.0,4.0,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,7.790125828510814
19926,42073,39.0,4.8,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,44,10.906289036313037
19927,5142,37.0,4.9,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,24,13.63129313224487
19928,37522,37.0,4.5,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Urban,16,10.867908640113983
19929,32034,32.0,4.7,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,3.1450674354101187
19930,14974,28.0,4.6,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,13.972036025840136
19931,1683,33.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,13.611585111828559
19932,12807,38.0,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,10.58659526786804
19933,2684,,,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,3.1450674354101187
19934,28778,24.0,4.7,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,29,6.058853851619802
19935,33985,22.0,4.9,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,12,8.942954308288511
19936,20212,29.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,13,14.152800689506924
19937,44781,29.0,4.6,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,29,13.583460272445526
19938,39717,36.0,3.6,Windy,Jam,1,Meal,scooter,0.0,Yes,Metropolitian,44,12.42124244267066
19939,7365,24.0,4.8,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,16,16.384900933440587
19940,35727,23.0,4.6,Fog,High,0,Drinks,motorcycle,0.0,No,Metropolitian,21,6.210106488976466
19941,26639,28.0,4.6,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,13,9.055898607597594
19942,40977,26.0,5.0,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,1.5545771229208105
19943,17060,38.0,4.5,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,29,10.564540523636872
19944,12782,24.0,5.0,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,27,9.326829542196517
19945,45136,31.0,4.1,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,7.601245065584428
19946,9803,39.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,24,2.9374433626589918
19947,3009,34.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Urban,28,9.157921135508076
19948,45531,28.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,25,2.979500009128889
19949,17713,21.0,4.9,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,22,4.469312021375595
19950,8817,22.0,4.9,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,29,7.862668167467362
19951,10520,37.0,4.0,Windy,Low,0,Meal,motorcycle,,No,Metropolitian,29,9.220316821861015
19952,44269,22.0,4.9,Windy,Jam,2,Buffet,motorcycle,0.0,No,Urban,27,17.137487720349842
19953,11851,27.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Urban,25,10.602504074913066
19954,18604,39.0,5.0,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,1.5524796346121552
19955,39057,20.0,,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,24,4.578983929157679
19956,14448,28.0,4.9,Windy,High,0,Buffet,motorcycle,1.0,No,Urban,26,6.29013467758336
19957,17804,35.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,29,3.0253210916905586
19958,33947,36.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,25,10.924410123405494
19959,1386,24.0,4.7,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,23,10.590448390880008
19960,163,24.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Urban,19,9.435201537103644
19961,13206,38.0,4.0,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,39,9.435201537103644
19962,12689,22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,3.0251492864361618
19963,24067,22.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,21,7.64950631838354
19964,35794,25.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,9.349055142960935
19965,41684,36.0,4.6,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,30,7.862668167467362
19966,20789,28.0,4.8,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,17,4.4766822064677765
19967,39645,38.0,4.9,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,37,17.077471212855382
19968,39189,30.0,4.9,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25,16.635820545573345
19969,25537,35.0,3.7,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,31,10.880950737253347
19970,6106,27.0,4.9,Stormy,Jam,2,Meal,motorcycle,0.0,No,,10,9.219783818006203
19971,3634,24.0,4.4,Cloudy,Jam,2,Buffet,scooter,2.0,Yes,Urban,40,14.02226886024068
19972,10207,,,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,44,13.829131656348137
19973,43612,33.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,10.756697878907259
19974,14812,,,,,3,Snack,scooter,1.0,No,Metropolitian,21,3.018700803196138
19975,22438,22.0,4.8,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,17,9.348325936441572
19976,18475,22.0,4.7,Windy,High,1,Snack,motorcycle,1.0,No,Urban,15,6.050355980617819
19977,36595,23.0,4.8,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,32,19.760743726314555
19978,37090,30.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,19,9.121874081099058
19979,43931,30.0,4.3,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,16.635770753589625
19980,28253,32.0,4.8,Sandstorms,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,1.4651225546176092
19981,39424,36.0,4.9,Sunny,Low,2,Buffet,motorcycle,1.0,No,Urban,19,7.546680469135637
19982,33651,31.0,4.9,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,47,6.209141643162485
19983,9021,24.0,4.7,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,21,12.29412453019512
19984,44278,27.0,4.7,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,36,12.243495934522482
19985,25569,24.0,4.2,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,13.989849710429592
19986,36433,30.0,3.8,Windy,Jam,1,Meal,motorcycle,3.0,No,Metropolitian,43,16.902001940840165
19987,19858,35.0,5.0,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,17,12.100287597780959
19988,43314,23.0,4.6,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,1.5725337265584898
19989,40112,31.0,4.9,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28,20.851557402555603
19990,14023,26.0,4.6,Sunny,Medium,2,Meal,scooter,0.0,No,Urban,10,8.940167719530896
19991,7894,34.0,4.2,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,43,17.073813050988182
19992,43011,36.0,4.7,Cloudy,Medium,2,Meal,scooter,0.0,No,Urban,16,6.29013467758336
19993,44013,34.0,4.9,Fog,Low,2,Drinks,scooter,1.0,No,Urban,19,1.512473616896366
19994,8577,22.0,4.9,Cloudy,High,0,Meal,motorcycle,0.0,No,Urban,25,6.128899374713287
19995,16724,,,,,3,Drinks,motorcycle,0.0,No,Metropolitian,19,3.1450674354101187
19996,10064,32.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,25,1.5203728353354846
19997,33580,23.0,5.0,Fog,High,0,Snack,motorcycle,1.0,No,Urban,24,3.064487106530194
19998,8211,29.0,4.5,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,27,4.476897300292405
19999,3877,32.0,4.9,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,32,7.761726486450179
20000,41469,21.0,4.7,Sandstorms,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,24,13.773737657135722
20001,20189,38.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,1.509357188958826
20002,44534,38.0,4.9,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,22,19.76027880154743
20003,26715,31.0,4.8,Cloudy,High,1,Drinks,motorcycle,1.0,No,,33,3.0645346585147153
20004,32001,21.0,5.0,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,11,7.564859910471562
20005,40635,21.0,5.0,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,16,7.772207463639913
20006,8399,37.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,,20,7.77222044450955
20007,41694,23.0,4.9,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,16.385085235046702
20008,25749,36.0,4.1,Fog,High,2,Snack,electric_scooter,1.0,No,Metropolitian,34,6.29013467758336
20009,44348,27.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,16.38446703584503
20010,40075,33.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,29,4.656862974108854
20011,18407,36.0,4.8,Cloudy,Jam,1,Snack,scooter,1.0,No,Urban,37,19.91573148129716
20012,35957,38.0,4.5,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,18,12.417687563968219
20013,30529,,,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,20.85251350332284
20014,41435,37.0,4.4,Fog,Jam,2,Meal,motorcycle,1.0,Yes,Metropolitian,47,13.896557352494005
20015,10810,29.0,4.9,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,14.152800689506924
20016,27455,25.0,4.9,Stormy,Low,2,Meal,motorcycle,1.0,,Metropolitian,10,19.760743726314555
20017,4492,36.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,16.72129600978426
20018,34968,38.0,4.4,Fog,Medium,1,Snack,scooter,0.0,No,Urban,42,12.116895847960556
20019,4748,25.0,4.8,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,14,10.58659526786804
20020,25436,24.0,4.6,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,26,5.957766072652879
20021,24684,32.0,4.4,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,33,12.234822043978658
20022,36258,31.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,40,11.007734763545226
20023,5571,35.0,4.3,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,45,16.38598063526774
20024,38395,28.0,4.1,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,33,16.38504788656677
20025,35681,36.0,4.4,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,32,1.5580841967877859
20026,12777,27.0,4.6,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,19,20.442929762531403
20027,6546,21.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,9.348431884502418
20028,29824,23.0,4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,7.762596264636645
20029,39363,24.0,4.8,Windy,High,1,Meal,scooter,1.0,No,Urban,29,6.050103074300551
20030,6731,35.0,4.7,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,29,13.829131656348137
20031,33770,25.0,4.7,Fog,High,2,Snack,motorcycle,1.0,No,Urban,27,1.554465957907003
20032,43250,39.0,4.2,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,33,6.058848944481087
20033,31338,35.0,4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,1.5093764406719343
20034,31696,36.0,3.9,Fog,Low,2,Buffet,motorcycle,1.0,No,Urban,36,6764.282268975216
20035,38566,34.0,4.8,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,37,6.1756325721846865
20036,17535,27.0,5.0,Windy,Jam,2,Drinks,motorcycle,0.0,No,Urban,16,10.427299400805357
20037,41398,33.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,2.937737757039221
20038,17343,37.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,53,16.826241648639858
20039,22158,36.0,3.5,Cloudy,Low,2,Meal,scooter,2.0,No,Metropolitian,37,12.435806040948572
20040,19232,38.0,4.7,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,9.192703789756674
20041,12625,37.0,4.4,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,41,10.587819003023833
20042,38781,21.0,4.5,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,30,6.120938502873104
20043,2077,24.0,4.9,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,29,12.43568904719333
20044,3941,39.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,19.671433318362592
20045,5726,37.0,4.7,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,20,13.969535082261102
20046,24626,25.0,4.5,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,9.32694086948928
20047,9628,34.0,4.6,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,12.116895847960556
20048,11081,30.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,3.109059105172104
20049,2458,20.0,4.8,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,36,10.641157729145194
20050,7340,38.0,4.6,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,4.610456145656767
20051,17497,25.0,4.8,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,22,16.900616226135416
20052,36936,34.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,25,1.5725337265584898
20053,25898,30.0,4.9,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,33,13.768718508442738
20054,35983,28.0,4.6,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,31,8.987809183206258
20055,1605,33.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,20,10.88093543823611
20056,26888,32.0,4.6,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,35,19.659414837289532
20057,34295,37.0,5.0,Cloudy,High,1,Drinks,scooter,0.0,No,Urban,36,6.036610249766438
20058,19693,35.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,7.761160094214897
20059,5683,33.0,4.1,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Urban,38,10.642283429414249
20060,31683,37.0,4.7,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,20,9.314965469003848
20061,24831,30.0,4.8,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,4.663419307003287
20062,41026,33.0,5.0,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,19.042563042900397
20063,23969,,,Sunny,Low,2,Snack,scooter,1.0,No,Urban,19,3.1162037151058195
20064,11254,32.0,4.8,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,40,10.866277692320942
20065,7756,31.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,1.489529379478611
20066,21753,31.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,7.862668167467362
20067,11743,39.0,4.1,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,33,4.6571953934116594
20068,1101,21.0,4.6,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,34,12.435842439942062
20069,23824,25.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,15,3.0611340144529406
20070,36689,34.0,4.9,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,22,16.63495545419086
20071,12546,20.0,4.8,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,11,4.596951629108698
20072,22551,33.0,4.5,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,26,1.5125847659544902
20073,26855,22.0,4.9,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,12.463937408856191
20074,20791,20.0,4.9,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,1.5725337265584898
20075,8898,33.0,4.7,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,26,10.92409670483638
20076,13776,20.0,4.7,Sandstorms,Jam,2,Drinks,scooter,0.0,No,,19,9.17748463649513
20077,23648,32.0,4.8,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,23,14.152800689506924
